id,is_novel,revenue,popularity,vote_average,budget,release_year
26920,not novel,0,0.48705,6.8,0,2009
25602,not novel,0,0.486687,5.4,10000000,2009
24833,not novel,0,0.486267,4.8,0,2009
16614,not novel,17164377,0.480074,6.3,9500000,2009
12569,not novel,10848783,0.478888,5.8,8000000,2009
22620,not novel,0,0.477243,5.5,0,2009
34769,not novel,44462,0.476687,6.3,3500000,2009
30844,not novel,0,0.475826,5.6,0,2009
23568,not novel,0,0.474515,5.3,0,2009
10197,not novel,53825515,0.472113,5,80000000,2009
291092,not novel,0,0.472064,6,0,2009
28089,not novel,1521261,0.471747,6.9,6500000,2009
19904,not novel,0,0.471412,5.6,0,2009
28677,not novel,0,0.47064,5.5,6300000,2009
19255,not novel,14899417,0.461154,6.6,17000000,2009
23049,not novel,20455276,0.458932,5.7,17000000,2009
10024,not novel,95714875,0.457298,7,30000000,2009
45098,not novel,0,0.454896,7,0,2009
38780,not novel,0,0.452402,6,0,2009
23128,not novel,1162422,0.449535,7.9,0,2009
17332,not novel,31720158,0.447106,6.5,60000000,2009
278604,not novel,0,0.442826,7.2,0,2009
13207,not novel,91379051,0.441444,5.6,19000000,2009
32395,not novel,0,0.439396,6.2,6000000,2009
15577,not novel,1037335,0.438147,5.8,25000000,2009
18405,not novel,0,0.43466,6.1,0,2009
37080,not novel,0,0.430617,6.7,7000000,2009
34003,not novel,0,0.430112,5.7,0,2009
25941,not novel,10329747,0.429492,6.6,7300000,2009
19959,not novel,122444772,0.427479,5.7,80000000,2009
34626,not novel,0,0.427148,5.9,0,2009
22164,not novel,0,0.426762,6.9,3700000,2009
19794,not novel,0,0.426316,5.3,0,2009
15268,not novel,12764201,0.426205,4.1,50000000,2009
15189,not novel,73034460,0.424415,5.6,35000000,2009
30431,not novel,0,0.421521,6.3,0,2009
25968,not novel,0,0.42089,5.9,9000000,2009
16418,not novel,0,0.417384,5.6,0,2009
29917,not novel,0,0.416013,6.6,0,2009
17335,not novel,73830340,0.415099,5.5,20000000,2009
11928,not novel,113221,0.41491,6.7,15000000,2009
25754,not novel,0,0.249818,4.2,4500000,2009
26583,novel,0,0.412708,5,10000000,2009
18238,not novel,0,0.295735,5.1,0,2009
29182,not novel,0,0.41083,5.4,0,2009
60821,not novel,0,0.409673,5.2,0,2009
22798,not novel,16633035,0.409005,6.6,15000000,2009
46584,not novel,0,0.408711,5.8,6400000,2009
36800,not novel,0,0.40847,6.2,5060730,2009
19833,not novel,6149791,0.405888,6.5,0,2009
13576,not novel,0,0.405828,6.6,60000000,2009
32868,not novel,0,0.371642,6.3,0,2009
36811,not novel,0,0.403188,6.5,0,2009
52799,not novel,0,0.401697,6.9,0,2009
19823,not novel,0,0.401071,5.6,10000000,2009
22084,not novel,0,0.400567,4.2,0,2009
8284,not novel,0,0.398051,6.3,0,2009
26035,not novel,0,0.397409,6,0,2009
32985,not novel,7810000,0.395616,5.5,45000000,2009
32678,not novel,0,0.475095,5.9,0,2009
29426,not novel,143191,0.394989,4.6,4000000,2009
21724,not novel,0,0.394271,4.8,0,2009
17577,not novel,0,0.393762,3.9,10000000,2009
291081,not novel,0,0.391927,6.1,0,2009
23566,not novel,0,0.391867,6.1,0,2009
2080,not novel,341131793,0.391859,6.2,150000000,2009
14141,not novel,0,0.389989,5.4,0,2009
53985,not novel,0,0.388271,6.1,0,2009
33974,not novel,0,0.388227,5.7,10000000,2009
17532,not novel,4100000,0.388026,3.8,4000000,2009
176241,not novel,0,0.383827,7.6,0,2009
16652,not novel,0,0.382268,4,0,2009
37178,not novel,0,0.381469,4.6,0,2009
71866,not novel,0,0.378554,5.7,0,2009
24804,not novel,296557,0.378522,7.4,2900000,2009
23410,not novel,0,0.377372,4.7,0,2009
28053,not novel,6670712,0.376543,6.3,6000000,2009
28118,not novel,0,0.376307,6.6,0,2009
26963,not novel,0,0.374157,7.1,0,2009
8915,not novel,19258519,0.370497,5.3,40000000,2009
14853,not novel,0,0.370303,4.2,0,2009
33997,not novel,44348,0.370172,7.3,0,2009
24480,not novel,0,0.369792,7.9,0,2009
21467,novel,0,0.369406,7.2,0,2009
14711,not novel,0,0.369038,6.7,0,2009
36939,not novel,0,0.366021,6,0,2009
16325,not novel,500154,0.365372,5.4,0,2009
25137,not novel,4388563,0.363832,5.6,25000000,2009
52505,not novel,0,0.362858,6,0,2009
33788,not novel,0,0.360935,5.6,0,2009
49522,novel,0,0.360715,6.3,0,2009
25846,not novel,0,0.088773,6.9,35000000,2009
24589,not novel,0,0.358304,6.9,0,2009
41360,not novel,0,0.356006,5.5,425000,2009
22805,not novel,0,0.248559,5.1,0,2009
14536,not novel,29010817,0.353203,5.3,8000000,2009
12404,not novel,2336172,0.348842,6.4,25000000,2009
25132,not novel,28972508,0.347707,4.8,40000000,2009
44027,novel,0,0.34638,5.9,0,2009
61872,not novel,0,0.342084,6,0,2009
19556,not novel,0,0.340416,5.3,0,2009
66113,not novel,0,0.339657,6.1,7000000,2009
16759,not novel,0,0.376614,6.4,0,2009
16604,not novel,0,0.569186,6,0,2009
26693,not novel,0,0.338175,6.2,0,2009
4475,not novel,0,0.336426,6.1,0,2009
19724,not novel,0,0.336167,5.7,55000000,2009
14857,not novel,0,0.335612,5.1,0,2009
28665,not novel,0,0.333551,5.3,0,2009
16167,not novel,66456,0.116657,6.1,0,2009
26722,not novel,0,0.332142,5.4,0,2009
26621,not novel,0,0.330949,6.6,0,2009
26809,not novel,0,0.330513,6.5,0,2009
22820,not novel,0,0.32918,5.9,10000000,2009
16335,not novel,0,0.32336,4.9,10000000,2009
37169,not novel,0,0.32262,5,2011799,2009
26587,novel,0,0.322516,5.8,0,2009
14164,not novel,0,0.32232,3.1,100000000,2009
8316,not novel,0,0.232913,5.1,8500000,2009
5937,not novel,0,0.319742,7.2,20000000,2009
26688,not novel,27206120,0.319532,5.3,12500000,2009
24051,not novel,0,0.317799,4.9,5000000,2009
24271,not novel,0,0.317301,5.7,20000000,2009
17669,not novel,0,0.317069,4.9,0,2009
19688,not novel,0,0.315422,6.3,0,2009
20777,not novel,0,0.31482,5.4,0,2009
25983,not novel,0,0.31344,5.9,0,2009
16985,not novel,0,0.311776,4.5,0,2009
79896,not novel,0,0.3106,5.5,0,2009
29159,not novel,0,0.309467,3.6,14000000,2009
21862,not novel,0,0.30936,4.2,0,2009
37534,not novel,0,0.303296,5.2,0,2009
33511,not novel,0,0.302925,6.9,0,2009
21634,not novel,0,0.302095,7.4,0,2009
37565,not novel,0,0.30092,5.1,0,2009
11388,not novel,0,0.300313,4.5,4500000,2009
14028,not novel,0,0.299873,5.3,0,2009
27588,not novel,0,0.298874,5.2,0,2009
14849,not novel,0,0.297677,5.8,0,2009
28499,not novel,0,0.294762,4.6,6500000,2009
22683,not novel,0,0.263791,7.2,0,2009
24884,not novel,0,0.294345,6.1,0,2009
19458,not novel,0,0.294343,6.1,0,2009
22215,not novel,9366227,0.292324,5.8,23000000,2009
16440,not novel,0,0.292125,6.7,0,2009
41479,not novel,7022728,0.290674,6,10000000,2009
20407,not novel,0,0.290454,6.1,0,2009
14726,not novel,0,0.286478,6,0,2009
50506,not novel,0,0.2856,5.5,0,2009
17927,not novel,18599102,0.285353,5.9,20000000,2009
40850,not novel,0,0.285338,5.9,0,2009
26820,not novel,2479538,0.284095,6,0,2009
31218,not novel,0,0.283496,6.3,0,2009
27989,not novel,0,0.279941,5.3,0,2009
22717,not novel,134,0.278387,4.9,75,2009
20178,not novel,295750,0.278321,6.3,10000000,2009
20618,not novel,0,0.27373,5.2,0,2009
17680,not novel,1007962,0.272422,5.5,1700000,2009
27646,not novel,0,0.271147,4.2,10000000,2009
36597,not novel,0,0.103661,7.4,0,2009
37190,not novel,263941,0.270283,3.7,0,2009
24832,not novel,0,0.269902,5.6,0,2009
26588,not novel,0,0.266625,4.8,0,2009
30250,not novel,0,0.266267,6.5,0,2009
16931,not novel,0,0.265405,5,0,2009
28465,not novel,0,0.265119,4.8,6500000,2009
37659,not novel,0,0.356209,7.6,0,2009
15052,not novel,0,0.215709,5.1,0,2009
23382,not novel,0,0.252355,5.5,0,2009
2325,not novel,0,0.258982,5.7,0,2009
41522,not novel,0,0.133565,4.1,0,2009
101907,not novel,0,0.256975,6.4,0,2009
42556,not novel,0,0.07309,5.3,0,2009
36123,not novel,0,0.251166,6.8,0,2009
36465,not novel,0,0.250389,5.8,0,2009
22494,not novel,0,0.250351,7.1,0,2009
33806,not novel,0,0.249839,7.4,0,2009
25704,not novel,6405245,0.249295,5.1,15000000,2009
21398,not novel,0,0.321244,4.9,5000000,2009
25183,not novel,1296971,0.118533,5.1,1000000,2009
21469,not novel,0,0.242864,6.3,0,2009
27310,not novel,0,0.242794,4.2,0,2009
25642,not novel,0,0.242239,4.4,40000000,2009
20606,not novel,0,0.240757,5.6,0,2009
24001,not novel,0,0.168316,4.6,0,2009
18898,not novel,0,0.271818,6,0,2009
26320,not novel,0,0.235045,5.9,0,2009
72962,not novel,0,0.781772,5.7,0,2009
26342,not novel,0,0.235186,3.1,0,2009
25405,not novel,0,0.118447,6.7,0,2009
14410,not novel,43051547,0.232346,6.6,0,2009
46420,not novel,0,0.23156,6.3,0,2009
26171,not novel,0,0.230953,6.5,21000000,2009
22259,not novel,0,0.230359,4.9,0,2009
34592,not novel,0,0.428574,3.7,0,2009
25196,not novel,39462438,0.226009,6.4,7000000,2009
28479,not novel,0,0.225875,5.7,0,2009
23173,not novel,0,0.213292,4.7,0,2009
19905,not novel,0,0.196421,5.3,10000000,2009
33195,not novel,0,0.222544,6.5,0,2009
22136,not novel,0,0.221791,5.1,0,2009
38850,not novel,7306,0.220819,6,2000000,2009
20825,not novel,0,0.21893,4.9,0,2009
18472,not novel,0,0.218609,4.8,10000000,2009
28019,not novel,0,0.216906,6.3,15000000,2009
31169,not novel,0,0.213237,6,0,2009
34188,not novel,0,0.212295,5.2,0,2009
32338,not novel,0,0.212004,4.7,0,2009
41009,not novel,0,0.20979,4.8,0,2009
51249,not novel,0,0.223951,6.1,0,2009
23720,not novel,0,0.209084,5.1,0,2009
23127,not novel,0,0.209043,6.9,0,2009
22135,not novel,0,0.206657,5.4,0,2009
29919,not novel,0,0.203813,6.2,0,2009
52034,not novel,0,0.203707,5.3,0,2009
39545,not novel,0,0.196413,5.9,0,2009
23044,not novel,0,0.195364,7.1,0,2009
15135,not novel,0,0.284873,4.5,0,2009
43937,not novel,352810,0.182881,7,2500000,2009
19268,not novel,0,0.193267,6.5,0,2009
22681,novel,0,0.529037,5.8,1500000,2009
30128,not novel,1429299,0.190162,5.6,7000000,2009
29134,not novel,0,0.188104,6.4,0,2009
183894,novel,0,0.189207,7.6,0,2009
32084,not novel,0,0.14086,6,0,2009
17911,not novel,0,0.187796,4.5,0,2009
19106,not novel,0,0.185586,6.6,12500000,2009
22492,not novel,1896244,0.182403,7.4,0,2009
18759,not novel,0,0.181456,3.4,0,2009
18480,not novel,0,0.180029,5.2,42000000,2009
26736,not novel,0,0.179972,5.8,0,2009
37721,not novel,0,0.176846,6.5,0,2009
51880,not novel,0,0.170087,6.6,0,2009
23404,not novel,0,0.168985,4,0,2009
15060,not novel,0,0.236277,7.1,0,2009
27169,not novel,0,0.166774,6.9,0,2009
44571,not novel,0,0.165343,4.6,12000000,2009
38087,not novel,0,0.165257,7,0,2009
17632,not novel,0,0.164377,5.9,5000,2009
21033,not novel,56000,0.159638,4.4,1500000,2009
30685,not novel,0,0.159615,5.4,0,2009
15338,not novel,0,0.158652,3.4,7500000,2009
46127,not novel,0,0.158638,6,0,2009
28520,not novel,0,0.157549,5.5,0,2009
14549,not novel,0,0.23818,5.3,0,2009
22476,not novel,0,0.15559,5.8,0,2009
18065,not novel,0,0.155519,5,0,2009
39037,not novel,0,0.154563,5.6,3200000,2009
26223,not novel,0,0.328199,5.9,0,2009
19139,not novel,0,0.149553,3.5,0,2009
24438,not novel,85280250,0.145905,5,58000000,2009
19508,not novel,0,0.145388,6.9,0,2009
1977,not novel,38610009,0.145081,5.4,5000000,2009
22175,not novel,0,0.248508,4.6,0,2009
282963,not novel,0,0.143953,7.3,0,2009
27866,not novel,0,0.142609,7.6,0,2009
18955,not novel,0,0.141098,4.4,0,2009
35436,not novel,0,0.137731,5.7,0,2009
26032,not novel,0,0.137656,6,0,2009
41144,not novel,0,0.135641,5.6,0,2009
56704,not novel,0,0.057316,5.7,0,2009
22800,not novel,0,0.13313,7,0,2009
24869,not novel,0,0.132841,6.6,0,2009
14838,not novel,0,0.190628,4.1,3500000,2009
27561,not novel,0,0.128532,6.2,3500000,2009
35885,not novel,0,0.126448,3.8,0,2009
19900,not novel,0,0.125174,5.2,0,2009
25377,not novel,0,0.123497,3.7,0,2009
20441,not novel,0,0.123044,5.1,0,2009
113655,not novel,0,0.038585,5.5,0,2009
18247,not novel,0,0.12035,5.2,0,2009
15039,not novel,0,0.222882,3.5,9000000,2009
23988,not novel,0,0.11886,4.1,108,2009
133365,not novel,0,0.256703,7.5,0,2009
29150,not novel,232732,0.114458,5.7,250000,2009
23509,not novel,0,0.114327,4.9,0,2009
40819,not novel,0,0.112717,7.6,0,2009
46534,not novel,0,0.060334,4.7,0,2009
25154,not novel,0,0.246935,4.5,0,2009
26367,not novel,0,0.109178,6.1,0,2009
38150,not novel,0,0.108905,6.1,0,2009
35568,not novel,0,0.108083,6.6,0,2009
31189,not novel,0,0.107537,5.7,0,2009
52699,not novel,0,0.109128,5.1,0,2009
24458,not novel,0,0.128661,6,0,2009
19105,not novel,0,0.103773,8.3,0,2009
220903,not novel,0,0.102223,7,0,2009
33870,not novel,20719451,0.166371,6.7,25000000,2009
17618,not novel,0,0.323342,5.2,0,2009
30974,not novel,0,0.097705,5.5,0,2009
34423,not novel,0,0.097127,6,0,2009
23116,not novel,0,0.148198,6,0,2009
42151,not novel,10000,0.092519,6.5,31192,2009
26379,not novel,0,0.091395,6.1,3250000,2009
54507,not novel,0,0.091154,6.9,0,2009
27370,not novel,0,0.090552,4.6,0,2009
42309,not novel,0,0.210628,4.6,0,2009
36432,not novel,0,0.096111,6.9,0,2009
21641,not novel,0,0.287231,7.1,10000000,2009
28227,not novel,0,0.083178,7.7,0,2009
281982,not novel,0,0.083031,7.9,0,2009
20236,not novel,0,0.077477,3.5,6000000,2009
39958,not novel,0,0.115707,5.6,0,2009
34279,not novel,0,0.073533,3.3,0,2009
15670,not novel,90508336,0.073493,6.9,0,2009
26191,not novel,0,0.07183,5.9,0,2009
35689,not novel,0,0.090351,4.5,0,2009
49637,not novel,0,0.088781,5.7,0,2009
19599,not novel,0,0.059697,5.3,0,2009
14402,not novel,0,0.058977,5.5,0,2009
23951,not novel,0,0.058472,7.2,0,2009
28238,not novel,0,0.08649,6.4,0,2009
43065,not novel,0,0.050789,6,0,2009
44750,not novel,0,0.047028,6.1,0,2009
16634,not novel,0,0.044425,5.8,0,2009
21474,not novel,0,0.043209,5.4,0,2009
281979,not novel,0,0.056777,8,0,2009
32389,not novel,0,0.135759,7.2,0,2009
40534,not novel,0,0.020701,7,0,2009
26629,not novel,0,0.029831,4.7,0,2009
31160,not novel,0,0.027045,7.2,0,2009
47813,not novel,80,0.026174,6.9,0,2009
24613,not novel,0,0.023254,4.9,0,2009
18489,not novel,0,0.024051,6.5,0,2009
25073,not novel,0,0.021121,5.6,0,2009
46641,not novel,400654,0.021041,6.3,0,2009
53700,not novel,0,0.015926,4.2,0,2009
19238,not novel,0,0.169317,4.3,0,2009
253835,not novel,0,0.01531,5.9,0,2009
20323,not novel,0,0.013174,6,0,2009
46458,not novel,0,0.01217,5.4,0,2009
39246,not novel,0,0.00246,6,0,2009
15004,not novel,0,0.257762,6.9,0,2009
37928,not novel,0,0.005502,6,0,2009
25867,not novel,0,0.139545,4.4,0,2009
28997,not novel,0,0.00459,6.6,0,2009
60366,not novel,0,0.019105,4.1,3500,2009
31981,not novel,0,0.003432,7,0,2009
29379,not novel,0,0.005289,5.5,0,2009
31687,not novel,0,0.001423,4.3,0,2009
27205,not novel,825500000,9.363643,7.9,160000000,2010
10138,not novel,623933331,5.70486,6.6,200000000,2010
12155,not novel,1025467110,5.57295,6.3,200000000,2010
44214,not novel,327803731,5.29318,7.1,13000000,2010
12444,novel,954305868,4.840588,7.4,250000000,2010
20352,not novel,543513985,3.791881,7.1,69000000,2010
27578,not novel,274470394,3.74884,5.9,80000000,2010
10191,not novel,494878759,3.560424,7.4,165000000,2010
11324,not novel,294804195,3.176169,7.6,80000000,2010
20526,not novel,400062763,2.911727,6.3,170000000,2010
38757,novel,591794936,2.865684,7.3,260000000,2010
10193,not novel,1063171911,2.711136,7.5,200000000,2010
27576,not novel,293329073,2.586787,6.2,110000000,2010
44115,not novel,35692920,2.440611,6.9,18000000,2010
37735,not novel,74952305,2.332359,6.6,8000000,2010
10140,not novel,415686217,2.245241,6,155000000,2010
23483,not novel,96188903,2.225609,7,28000000,2010
37710,novel,278346189,2.162441,6,100000000,2010
9543,not novel,335154643,2.128799,6.1,150000000,2010
20662,not novel,310669540,2.11831,6.1,200000000,2010
44264,not novel,252276927,2.100704,7,38000000,2010
18823,not novel,232713139,2.087252,5.6,125000000,2010
27022,not novel,215283742,2.053855,5.8,150000000,2010
37056,not novel,0,2.033563,6.5,30000000,2010
37799,not novel,224920315,1.923694,7.1,40000000,2010
22538,not novel,47664559,1.906739,7.2,60000000,2010
39451,not novel,310650585,1.903671,5.4,100000000,2010
34851,not novel,126248813,1.888263,5.8,40000000,2010
32657,not novel,226497209,1.878018,6,95000000,2010
44048,not novel,167805466,1.874641,6.2,100000000,2010
10192,not novel,752600867,1.820934,6,165000000,2010
22971,not novel,114977104,1.784073,6.5,25000000,2010
34544,not novel,177238796,1.730679,6.2,110000000,2010
39514,novel,71664962,1.720825,6.5,58000000,2010
23631,not novel,31327899,1.71986,6.2,20000000,2010
38365,not novel,271430189,1.659355,6.1,80000000,2010
20504,not novel,157107755,1.624483,6.5,80000000,2010
35056,not novel,152263880,1.618371,5.9,55000000,2010
23168,not novel,154026136,1.614028,6.9,37000000,2010
23169,not novel,0,1.57937,6.8,20000000,2010
24021,not novel,698491347,1.546212,5.9,68000000,2010
38055,not novel,321885765,1.540322,6.6,130000000,2010
10196,not novel,318502923,1.538276,4.7,150000000,2010
27581,not novel,170432927,1.419224,6.1,100000000,2010
42941,not novel,0,1.402935,4.8,0,2010
49018,not novel,97009150,1.396973,6.7,1500000,2010
41233,not novel,159291809,1.386743,6.5,30000000,2010
45269,not novel,414211549,1.385499,7.4,15000000,2010
43347,not novel,102820008,1.365279,6.5,30000000,2010
49009,not novel,20348249,1.36053,6.7,30000000,2010
31867,not novel,18409891,1.348633,6.1,32000000,2010
23830,not novel,7644937,1.344701,6.1,7000000,2010
37834,not novel,261930431,1.325302,5.9,117000000,2010
38234,not novel,0,1.302132,7.4,3000000,2010
38167,not novel,204594016,1.271623,5.7,60000000,2010
46705,not novel,12355734,1.271367,6.9,1000000,2010
27573,not novel,136000000,1.255298,5.5,40000000,2010
25195,not novel,29922472,1.2347,6.3,19000000,2010
22972,not novel,94882889,1.206958,6.3,100000000,2010
38745,not novel,237382724,1.203837,5,112000000,2010
34806,not novel,77477008,1.202845,5.7,35000000,2010
37950,not novel,48190704,1.166631,6.8,44000000,2010
41210,not novel,49830607,1.147365,5.8,19000000,2010
27586,novel,2995811,1.14644,6.3,10000000,2010
32856,not novel,216485654,1.145806,5.6,52000000,2010
46261,not novel,36993168,1.138389,5.4,25000000,2010
44683,not novel,0,1.137934,6.3,0,2010
41439,not novel,136150434,1.134397,5.8,20000000,2010
38575,not novel,357852395,1.125831,6.1,40000000,2010
41733,not novel,211780824,1.119731,6.2,65000000,2010
44147,not novel,3453043,1.111487,6.1,8000000,2010
26389,not novel,52615806,1.107689,6.1,52000000,2010
11439,not novel,60222298,1.107358,6.5,45000000,2010
43923,not novel,6491240,1.084894,6.9,8000000,2010
43539,not novel,51148651,1.078211,6.8,30000000,2010
23437,not novel,115664037,1.074308,5.5,35000000,2010
34813,not novel,23580000,1.065023,6.2,25000000,2010
45317,not novel,9190869,1.054685,7.1,25000000,2010
32823,not novel,90029656,1.047978,5.9,40000000,2010
46838,not novel,0,1.046994,7.2,0,2010
20533,not novel,10539000,1.023117,4.4,47000000,2010
42949,not novel,0,1.010874,5.3,65000000,2010
33473,not novel,0,1.009826,5.4,0,2010
26022,not novel,0,1.008796,7.6,22000000,2010
40264,not novel,80547866,1.004446,4.3,20000000,2010
44639,not novel,7871522,1.003782,7.6,2000000,2010
37821,not novel,98159963,0.997641,5.7,75000000,2010
22894,not novel,67918658,0.992107,5,26000000,2010
44982,not novel,3317662,0.988366,5.9,0,2010
37786,not novel,288347692,0.984762,5.5,100000000,2010
38303,not novel,32005248,0.982925,6,20000000,2010
35019,not novel,93246388,0.981468,6,35000000,2010
23048,not novel,64572262,0.944055,5.9,36000000,2010
43549,not novel,0,0.932529,6.6,21800000,2010
41402,not novel,24145613,0.919635,6.6,20000000,2010
43949,not novel,1755212,0.918093,7.2,14000000,2010
41216,not novel,140073390,0.914278,6.5,80000000,2010
22907,novel,69055695,0.912689,6.1,32000000,2010
42297,not novel,89519773,0.912122,6.8,55000000,2010
44129,not novel,4882577,0.892356,6.4,15000000,2010
38073,not novel,42045846,0.878529,6,32000000,2010
41283,not novel,23081726,0.878074,6.2,24000000,2010
41411,not novel,0,0.876654,7.3,20000000,2010
41436,not novel,177512032,0.875432,5.7,3000000,2010
42188,not novel,9455232,0.856916,6.7,15000000,2010
40662,not novel,6629178,0.856837,7.6,0,2010
27579,novel,65464324,0.856222,5.6,20000000,2010
50393,not novel,0,0.84783,6.7,0,2010
23742,not novel,55583804,0.839107,5.5,30000000,2010
101669,not novel,0,0.837064,6.2,11000000,2010
43933,not novel,4242978,0.827664,6.3,500000,2010
59468,not novel,4430765,0.826116,7.2,0,2010
38408,not novel,105610124,0.82289,6.5,38000000,2010
23759,not novel,6814789,0.804348,5.7,12000000,2010
55347,not novel,5332926,0.802711,6.8,3200000,2010
54553,not novel,0,0.79882,7.1,0,2010
63555,not novel,0,0.795707,4.7,0,2010
41505,not novel,851517,0.794885,5.5,22000000,2010
44113,not novel,9479718,0.791799,4.9,22000000,2010
33217,not novel,75700498,0.789582,5.8,15000000,2010
43947,not novel,572809,0.788144,6.2,2000000,2010
43593,novel,83188165,0.78688,5.2,24000000,2010
38357,not novel,58785180,0.77844,6.1,40000000,2010
45094,not novel,6732980,0.773316,7,12500000,2010
49852,not novel,16178959,0.764791,5.8,90000000,2010
38358,not novel,67738090,0.761889,5.4,1800000,2010
23023,not novel,112462508,0.756229,5.2,48000000,2010
39285,not novel,0,0.754526,5.1,0,2010
38363,not novel,24188922,0.754168,6.4,22000000,2010
45657,novel,498974,0.745434,5.9,10000000,2010
30675,not novel,7000000,0.744585,6.6,0,2010
26388,not novel,19152480,0.740867,6.5,1987650,2010
38778,not novel,86387857,0.73988,5.4,69000000,2010
13477,not novel,36699403,0.733947,5.7,0,2010
46541,not novel,0,0.698694,4.6,13000000,2010
52338,not novel,0,0.693664,5.8,0,2010
39781,not novel,34705850,0.68633,6.4,4000000,2010
48844,not novel,0,0.674413,5.7,0,2010
42684,not novel,66821036,0.671484,4.7,10000000,2010
48289,not novel,45636368,0.670027,6.1,20000000,2010
49953,not novel,0,0.669106,5.8,0,2010
44718,not novel,0,0.661465,5.9,7500000,2010
38199,not novel,0,0.659899,6.5,15000000,2010
39013,not novel,13831503,0.659749,6.7,2000000,2010
31900,not novel,0,0.658786,6.9,0,2010
27004,not novel,46488,0.655955,5.8,7000000,2010
39691,not novel,112483764,0.655878,5,85000000,2010
44244,not novel,0,0.6538,5.5,0,2010
37931,not novel,6110000,0.64929,5.2,10000000,2010
38843,not novel,0,0.648081,6.2,0,2010
7978,not novel,0,0.642475,5.4,150000000,2010
27583,not novel,6153967,0.642315,5.9,0,2010
42888,not novel,48668907,0.640576,4.9,120000000,2010
16290,not novel,0,0.640516,6.5,20000000,2010
54551,not novel,0,0.63509,7.2,0,2010
50479,not novel,0,0.631665,5.7,0,2010
58496,not novel,8212430,0.629432,8,0,2010
52208,not novel,0,0.62808,3.6,0,2010
45649,not novel,98017,0.619772,5.6,500000,2010
66193,not novel,3826,0.619551,5.3,0,2010
23172,not novel,45236543,0.618078,5.4,28000000,2010
34016,not novel,49779728,0.61643,5.9,20000000,2010
41215,not novel,265318,0.611978,5.6,0,2010
46503,not novel,0,0.608691,5.9,0,2010
53172,not novel,204940,0.602854,5.8,12000000,2010
37414,not novel,0,0.602017,6.1,13000000,2010
48838,not novel,4644108,0.599676,5.5,25000000,2010
44603,not novel,105197635,0.598275,5.5,50000000,2010
51250,not novel,0,0.598083,5.1,10000000,2010
43931,not novel,19829957,0.597254,5.2,25000000,2010
42194,not novel,967000,0.59643,5,30000000,2010
42194,not novel,967000,0.59643,5,30000000,2010
60309,not novel,15478800,0.591206,5.9,25000000,2010
35153,not novel,0,0.583302,4.8,4500000,2010
34803,not novel,49050886,0.579188,5.7,21000000,2010
46441,not novel,0,0.576838,5.4,0,2010
35458,not novel,88335,0.569318,5.6,0,2010
44835,not novel,382946,0.564203,6.2,7000000,2010
44629,not novel,1000000,0.554061,6.7,5000000,2010
38579,not novel,83761844,0.552065,4.9,50000000,2010
59490,not novel,6467348,0.550709,7.1,0,2010
43943,not novel,538000,0.548639,6,0,2010
45569,not novel,0,0.545277,6.1,0,2010
44363,not novel,3065860,0.538392,5.8,0,2010
33909,not novel,134748021,0.535535,5.8,70000000,2010
65760,not novel,0,0.534678,6.7,0,2010
47626,not novel,0,0.534572,6.5,0,2010
40247,not novel,0,0.534468,5.6,3000000,2010
43434,not novel,871279,0.534192,6.2,18000000,2010
36550,not novel,0,0.534144,6.3,0,2010
38407,not novel,0,0.532098,6,50000000,2010
60011,not novel,0,0.528989,6.7,0,2010
50838,not novel,8020,0.524061,5.3,0,2010
47518,not novel,0,0.523187,5.6,8500000,2010
35690,not novel,0,0.518174,6.8,0,2010
74997,not novel,0,0.516644,4.7,0,2010
44009,not novel,18124262,0.514465,6.7,8000000,2010
44874,not novel,0,0.514385,6.5,0,2010
45658,not novel,2614773,0.513857,5.8,5000000,2010
33555,not novel,0,0.513524,5.5,0,2010
29427,not novel,54956140,0.512957,6.1,20000000,2010
48946,not novel,0,0.51097,5.9,0,2010
41180,not novel,0,0.507471,5.2,0,2010
51200,not novel,0,0.507092,6.9,10000,2010
27585,not novel,5129058,0.498635,6.6,5000000,2010
39210,not novel,0,0.49843,6.2,8000000,2010
12819,not novel,39300000,0.495162,5.5,20000000,2010
38031,not novel,0,0.493121,5.8,22000000,2010
36950,not novel,0,0.493069,6.7,0,2010
47533,not novel,0,0.490141,5,0,2010
51170,not novel,0,0.484243,5.3,0,2010
43920,not novel,430041,0.478118,7.7,0,2010
40205,not novel,0,0.47421,5.4,0,2010
35558,not novel,0,0.473513,6,0,2010
41135,not novel,0,0.470522,5.4,0,2010
41515,not novel,201584141,0.470249,5.1,80000000,2010
37932,not novel,0,0.460457,6,0,2010
35217,not novel,0,0.460154,7,0,2010
41592,not novel,18144030,0.455662,5.8,5773100,2010
48466,not novel,0,0.449761,6.4,0,2010
38570,not novel,0,0.448095,3.2,0,2010
38093,not novel,21520719,0.44737,6,0,2010
45162,not novel,0,0.444944,7,3500000,2010
45132,not novel,324138,0.443893,6.6,2500000,2010
44638,not novel,346594,0.443807,6.1,20000000,2010
41179,not novel,0,0.443437,5.4,0,2010
45013,not novel,0,0.442823,5.5,5800000,2010
48392,not novel,0,0.442301,7.2,4466000,2010
51736,not novel,0,0.426522,6.1,0,2010
59457,not novel,0,0.424197,5.6,3100000,2010
51256,not novel,0,0.423663,5.1,0,2010
46198,not novel,0,0.423512,6,1400000,2010
